DIRECTORATE,SUB DIRECTORATE,"ACCOUNTING
DATE",COST CENTRE,VENDOR NAME,INVOICE DISTRIBUTION AMOUNT,TYPE,,,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,24/11/2022,303950,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,981.14,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - MRA,24/11/2022,304103,AKW Medi-Care Limited,780.09,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - MRA,24/11/2022,304103,AKW Medi-Care Limited,805.63,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - MRA,24/11/2022,304103,AKW Medi-Care Limited,827.76,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - MRA,24/11/2022,304103,SMK Building & Maintenance Limited,850.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - MRA,24/11/2022,304103,SMK Building & Maintenance Limited,920.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - MRA,24/11/2022,304103,Care & Repair Home Improvement Services Limited,"1,250.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,24/11/2022,306446,Edwin P Beynon,"5,001.90",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,BUILDING CARETAKING/SECURITY,24/11/2022,312160,Chubb Fire & Security Limited,557.15,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,24/11/2022,333220,Cardiff County Council,943.74,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,24/11/2022,333500,Barcham Trees Plc,"6,918.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,24/11/2022,349720,Cardiff County Council,"9,047.26",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,24/11/2022,354727,Paul Barnes T/A Barnes Environmental Contractors,"2,100.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,24/11/2022,359453,Nathan Wyburn - Artist,500.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,24/11/2022,359750,Kingfisher Media Limited,"5,300.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,24/11/2022,360002,Cardiff County Council,633.36,REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,24/11/2022,400063,Telefonica UK Limited t/a O2,"11,771.08",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SERVICES (MILES),24/11/2022,402005,Cardiff County Council,"1,653.22",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,24/11/2022,405108,Pegasus Maintenance Services Limited,"2,625.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,24/11/2022,405108,Pegasus Maintenance Services Limited,"3,760.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,24/11/2022,407100,Cardiff County Council,"1,116.76",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HRA POLICY & PERFORMANCE,24/11/2022,407103,Cwtch Cymru Barry,900.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HRA SPECIAL SERVICES,24/11/2022,407152,Barry Training Services Limited,575.00,REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,24/11/2022,420201,Cardiff County Council,"3,001.80",REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,24/11/2022,420221,Golley Slater Group Limited,"1,090.00",REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,24/11/2022,420221,Golley Slater Group Limited,"1,888.00",REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,24/11/2022,420221,Ideagen Technology Limited,"3,782.16",REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,24/11/2022,420221,Ideagen Technology Limited,"6,306.52",REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,24/11/2022,420221,Ideagen Technology Limited,"8,856.00",REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,24/11/2022,421230,Xerox Finance Limited,"2,066.24",REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,24/11/2022,421230,Xerox Finance Limited,"4,598.92",REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,24/11/2022,421235,Portfolio Payroll Limited,564.05,REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,24/11/2022,421235,Portfolio Payroll Limited,719.65,REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,24/11/2022,421235,Portfolio Payroll Limited,"1,451.51",REVENUE,,,
DIRECT POLICY,GF GENERAL EXPENDITURE POLICY,24/11/2022,471900,Rhondda Cynon Taf County Borough Council,"1,268.29",REVENUE,,,
DIRECT POLICY,GF GENERAL EXPENDITURE POLICY,24/11/2022,471900,Cardiff County Council,"12,671.96",REVENUE,,,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL ECO DEV,24/11/2022,834270,Michelle Laine & Ptn t/a Scythe Cymru,648.80,CAPITAL,,,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,24/11/2022,842181,HSS Hire Service Group Limited,"2,400.00",CAPITAL,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25/11/2022,101025,Magnet Creative Design Limited,900.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25/11/2022,101025,Anthony Williams T/A Predator Pest & Wildlife Control Services,760.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25/11/2022,101031,Bay Resourcing Limited,588.21,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25/11/2022,101031,Bay Resourcing Limited,789.44,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25/11/2022,101032,Teaching Personnel Limited,880.05,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25/11/2022,101032,Teaching Personnel Limited,"1,466.75",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25/11/2022,101047,RP Brown Limited t/a Cymraeg Cleaning,750.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25/11/2022,101047,TeacherActive Limited,683.46,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25/11/2022,101047,New Directions (Education) Limited,781.28,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25/11/2022,101047,New Directions (Education) Limited,976.60,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25/11/2022,101055,Suppleo Recruitment Limited t/a Suppleo Education,571.45,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25/11/2022,101055,Suppleo Recruitment Limited t/a Suppleo Education,571.45,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25/11/2022,101140,Severnside TDC Fabrications Limited,"2,102.40",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25/11/2022,101145,Eastern Shires Purchasing Organisation,727.07,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25/11/2022,101145,Apollo Teaching Services Limited,527.65,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25/11/2022,101145,Apollo Teaching Services Limited,982.95,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25/11/2022,101216,A-Day Consultants Limited T/A Academics,993.20,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25/11/2022,101229,Millennium Personnel Services (Education) Limited t/a MPS Education,509.22,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25/11/2022,101229,Millennium Personnel Services (Education) Limited t/a MPS Education,540.32,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25/11/2022,101229,Millennium Personnel Services (Education) Limited t/a MPS Education,556.56,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25/11/2022,101305,Taro Nod Limited,560.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25/11/2022,101305,Cwmni Mega Company Limited t/a Cwmni Mega Cyf,768.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25/11/2022,101305,Bay Resourcing Limited,"1,605.02",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,25/11/2022,103032,Teaching Personnel Limited,586.70,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,25/11/2022,103032,New Directions (Education) Limited,790.48,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,25/11/2022,103032,New Directions (Education) Limited,790.48,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,25/11/2022,103032,New Directions (Education) Limited,988.10,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,25/11/2022,103032,New Directions (Education) Limited,988.10,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,25/11/2022,103032,New Directions (Education) Limited,988.10,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,25/11/2022,103032,Teaching Personnel Limited,"1,466.75",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,25/11/2022,103032,Teaching Personnel Limited,"1,466.75",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,25/11/2022,103032,Teaching Personnel Limited,"1,466.75",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,25/11/2022,103032,Teaching Personnel Limited,"1,466.75",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25/11/2022,215056,Glamorgan Voluntary Services,"54,000.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25/11/2022,215191,NonStop Consulting Limited,"1,339.77",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25/11/2022,216071,NonStop Consulting Limited,"1,331.04",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25/11/2022,216179,The Cedars Care Services Limited t/a The Willows,780.32,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25/11/2022,216179,The Cedars Care Services Limited t/a The Willows,"1,170.48",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25/11/2022,217909,The Cedars Care Services Limited t/a The Willows,"1,170.48",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25/11/2022,217909,The Cedars Care Services Limited t/a The Willows,"1,560.64",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25/11/2022,217909,Inspiration Lifestyle Services Limited T/A Ceriosen Bren Care Home,"6,756.00",REVENUE,,,
DIRECT YOS,GF YOS,25/11/2022,221451,SYNRJ Limited,"2,700.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,25/11/2022,260060,The National Fostering Agency Limited,"1,127.61",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,25/11/2022,260060,Safer Fostering CIC,"1,607.10",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,25/11/2022,260060,For-Families Limited,"2,600.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,25/11/2022,260060,Pathway Care Limited T/A Calon Cymru Fostering,"3,240.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,25/11/2022,260060,Pathway Care Limited T/A Calon Cymru Fostering,"3,240.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,25/11/2022,260060,For-Families Limited,"5,200.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,25/11/2022,260060,Ty Caredig Limited,"12,000.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,25/11/2022,260060,Woodlands Childrens Development Centre Limited,"19,262.10",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,25/11/2022,260060,Amberleigh Care Limited,"21,000.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,25/11/2022,260060,Cardiff County Council,"2,220.63",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,25/11/2022,260060,Cardiff County Council,"2,467.37",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,25/11/2022,260115,Llamau Limited,"10,000.53",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,25/11/2022,260130,Neal Social Care Limited,"1,231.67",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,25/11/2022,260200,Gofal Cymru Care Limited,"1,102.62",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,25/11/2022,260215,Cheka Safeguarding Services Limited,923.00,REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,25/11/2022,260221,Caritas Recruitment Limited,"2,010.35",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF BUILDING SERVICES,25/11/2022,300001,Acutance Consulting Limited,"5,704.30",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,25/11/2022,303950,Action Airconditioning Limited,-560.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,25/11/2022,303950,Action Airconditioning Limited,560.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,25/11/2022,325406,Breedon Southern Limited T/A Pinnacle Construction Materials,604.80,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,25/11/2022,325406,Dragon Asphalt Limited,904.40,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,25/11/2022,325790,Kordel Limited,838.50,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,25/11/2022,333102,Ace Site Services (UK) Limited,"2,300.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,25/11/2022,333500,Ace Site Services (UK) Limited,"1,650.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,25/11/2022,365789,Shaunsoft Limited,"1,375.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,25/11/2022,365789,Watts Coaches Limited,"2,095.20",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,25/11/2022,365790,Transport for Wales Rail Limited,730.80,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,25/11/2022,365790,Transport for Wales Rail Limited,990.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,25/11/2022,365790,Transport for Wales Rail Limited,"1,024.50",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,25/11/2022,365790,Shaunsoft Limited,"1,375.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,25/11/2022,365790,Watts Coaches Limited,"54,899.64",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,25/11/2022,365797,Shaunsoft Limited,"1,375.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,25/11/2022,365803,Shaunsoft Limited,"1,375.00",REVENUE,,,
REGULATORY SERVICES SHARED SERVICES,CLOSED COST CENTRES,25/11/2022,403138,Cowshed Communication Limited,"22,000.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,25/11/2022,405100,The Community Impact Initiative CIC,"1,661.60",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HRA REPAIRS,25/11/2022,409102,Cardiff Lift Company Limited,"1,689.00",REVENUE,,,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HIGHWAYS,25/11/2022,831532,Ace Site Services (UK) Limited,"1,250.00",CAPITAL,,,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL PLANNING,25/11/2022,837241,Aberrant Architecture Limited,"11,995.00",CAPITAL,,,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,28/11/2022,100401,Cardiff County Council,"3,877.20",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,28/11/2022,100402,Cardiff County Council,"7,467.20",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,28/11/2022,100403,Cardiff County Council,718.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,28/11/2022,100405,Cardiff County Council,"1,436.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101004,New Directions (Education) Limited,591.96,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101004,Teaching Personnel Limited,603.10,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101004,Teaching Personnel Limited,603.10,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101004,Teaching Personnel Limited,609.75,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101004,Teaching Personnel Limited,609.75,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101004,New Directions (Education) Limited,986.60,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101007,Teaching Personnel Limited,587.50,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101063,Herbert Thompson Primary School,"1,000.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101063,Gelli Primary School,"2,000.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101063,Cwmaman Primary School,"4,000.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101063,Oakfield Primary School,"4,000.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101063,Pantysgallog Primary School,"4,000.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101063,Ysgol Gynradd Central Primary School,"4,000.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101065,ParentPay Limited t/a Schoolcomms,549.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101065,Findel Education Limited,"1,159.20",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101065,Apollo Teaching Services Limited,527.65,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101065,Teaching Personnel Limited,574.85,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101065,Teaching Personnel Limited,574.90,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101065,Teaching Personnel Limited,574.90,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101065,Teaching Personnel Limited,"1,013.45",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101094,A-Day Consultants Limited T/A Academics,537.40,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101094,A-Day Consultants Limited T/A Academics,537.40,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101094,A-Day Consultants Limited T/A Academics,537.40,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101094,A-Day Consultants Limited T/A Academics,537.40,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101094,A-Day Consultants Limited T/A Academics,537.40,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101094,A-Day Consultants Limited T/A Academics,605.70,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101213,Creigiau Travel Limited,750.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101306,Teaching Personnel Limited,611.10,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101308,New Directions (Education) Limited,590.05,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101315,Custom Steel Design Limited,550.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101315,Custom Steel Design Limited,"1,250.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101315,Teaching Personnel Limited,608.65,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101315,Teaching Personnel Limited,608.65,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101315,Teaching Personnel Limited,608.65,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101315,Teaching Personnel Limited,608.65,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101315,Bay Resourcing Limited,626.76,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,101315,James Neilson t/a JN & Son Gardening Services,"1,400.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28/11/2022,102593,WJEC CBAC Limited,"1,018.16",REVENUE,,,
DIRECT LEARNING AND SKILLS,STANDARDS AND PROVISIONS,28/11/2022,102604,Inspired Learners Limited,"1,928.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,28/11/2022,102622,A-Day Consultants Limited T/A Academics,"1,075.10",REVENUE,,,
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,28/11/2022,102622,A-Day Consultants Limited T/A Academics,"1,075.10",REVENUE,,,
DIRECT LEARNING AND SKILLS,STANDARDS AND PROVISIONS,28/11/2022,102636,Now Education Group Limited,553.85,REVENUE,,,
DIRECT LEARNING AND SKILLS,STANDARDS AND PROVISIONS,28/11/2022,102636,Now Education Group Limited,553.85,REVENUE,,,
DIRECT LEARNING AND SKILLS,STANDARDS AND PROVISIONS,28/11/2022,102636,Merricks Private Transport Contractors Limited,"2,499.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,STANDARDS AND PROVISIONS,28/11/2022,102645,Merricks Private Transport Contractors Limited,"2,958.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,28/11/2022,102652,Autism Fledglings Limited,633.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,28/11/2022,102652,Suppleo Recruitment Limited t/a Suppleo Education,675.35,REVENUE,,,
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,28/11/2022,102652,Children's Specialist Therapy Limited,"1,217.50",REVENUE,,,
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,28/11/2022,102652,Children's Specialist Therapy Limited,"2,917.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,28/11/2022,102652,Infinity Teaching Limited,"6,300.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,28/11/2022,102714,Swallow Playgroup,614.25,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,28/11/2022,103065,Teaching Personnel Limited,574.85,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,28/11/2022,103065,Teaching Personnel Limited,574.85,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,28/11/2022,103202,A-Day Consultants Limited T/A Academics,989.60,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,28/11/2022,103412,Jennifer Griffiths Recruitment & Training Limited,535.95,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,28/11/2022,103593,New Directions (Education) Limited,"1,028.30",REVENUE,,,
DIRECT LEARNING AND SKILLS,STANDARDS AND PROVISIONS,28/11/2022,130280,Sweet Education Limited,"1,925.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,STANDARDS AND PROVISIONS,28/11/2022,130280,John P Lewis t/a JPL Sound & Communications,925.00,REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,28/11/2022,140111,NAS Media Limited,"2,995.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,CATERING COSTS IN SCHOOLS,28/11/2022,156004,Big Fresh Catering Company Limited,"1,214.74",REVENUE,,,
DIRECT LEARNING AND SKILLS,CATERING COSTS IN SCHOOLS,28/11/2022,156004,Big Fresh Catering Company Limited,"109,331.56",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,28/11/2022,209167,One Plus One Marriage & Partnership Research,"5,700.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,28/11/2022,215001,Conrad Hallin,"1,800.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,28/11/2022,215489,Willowmere Home Care Agency Limited,513.09,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,28/11/2022,215489,Willowmere Home Care Agency Limited,518.56,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,28/11/2022,215489,All Saints DC Limited,524.34,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,28/11/2022,215489,Willowmere Home Care Agency Limited,534.99,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,28/11/2022,215489,Willowmere Home Care Agency Limited,560.32,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,28/11/2022,215489,Annwyl Limited t/a Bluebird Care,567.18,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,28/11/2022,215489,Annwyl Limited t/a Bluebird Care,567.18,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,28/11/2022,215489,All Saints DC Limited,568.68,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,28/11/2022,215489,Willowmere Home Care Agency Limited,571.48,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,28/11/2022,215489,All Saints DC Limited,595.42,REVENUE,,,
